org_id,name
o10756,University Hospital of Schleswig-Holstein
o10757,University Hospital of Strasbourg
o10758,University Hospital of Zurich
o10759,University Hospitals Coventry and Warwickshire NHS Trust
o10760,University Ibn Khaldoun
o10761,University Institute for Computing Research
o10762,University Lumière Lyon 2
o10763,University Medical Center Groningen
o10764,University Medical Center Mannheim
o10765,University Medical Center Utrecht
o10766,University Politehnica of Bucharest
o10767,University at Albany
o10768,"University at Albany, State University of New York"
o10769,University at Buffalo
o10770,"University at Buffalo, State University of New York (SUNY)"
o10771,University for Business and Technology
o10772,University for Foreigners of Siena
o10773,University of A Coruña
o10774,University of Aberdeen
o10775,University of Abuja
o10776,University of Adelaide
o10777,University of Agder
o10778,University of Agriculture
o10779,University of Aizu
o10780,University of Akron
o10781,University of Al-Qadisiyah
o10782,University of Alabama
o10783,University of Alabama in Huntsville
o10784,University of Albany
o10785,University of Alberta
o10786,University of Alcalá
o10787,University of Algarve
o10788,University of Algiers
o10789,University of Alicante
o10790,University of Allahabad
o10791,University of Amsterdam
o10792,University of Angers
o10793,University of Ankara
o10794,University of Antioquia
o10795,University of Antwerp
o10796,University of Applied Arts Vienna
o10797,University of Applied Mathematics
o10798,University of Applied Science Heilbronn
o10799,University of Applied Sciences Ansbach
o10800,University of Applied Sciences Bonn-Rhein-Sieg
o10801,University of Applied Sciences Burgenland
o10802,University of Applied Sciences Düsseldorf
o10803,University of Applied Sciences Fulda
o10804,University of Applied Sciences HTW Berlin
o10805,University of Applied Sciences Kiel
o10806,University of Applied Sciences Potsdam
o10807,University of Applied Sciences Technikum Wien
o10808,University of Applied Sciences Upper Austria
o10809,University of Applied Sciences Utrecht
o10810,University of Applied Sciences Western Switzerland
o10811,University of Applied Sciences and Arts Central Switzerland
o10812,University of Applied Sciences and Arts Dortmund
o10813,University of Applied Sciences and Arts Eastern Switzerland
o10814,University of Applied Sciences and Arts Northwestern Switzerland
o10815,University of Applied Sciences and Arts Western Switzerland
o10816,University of Applied Sciences and Arts of Southern Switzerland
o10817,University of Applied Sciences in Economics and Management
o10818,University of Applied Sciences of Western Switzerland
o10819,University of Arizona
o10820,University of Arkansas
o10821,University of Arkansas at Little Rock
o10822,University of Arkansas for Medical Sciences
o10823,University of Artisan
o10824,University of Artois
o10825,University of Asia Pacific
o10826,University of Athens
o10827,University of Auckland
o10828,University of Augsburg
o10829,University of Aveiro
o10830,University of Avignon
o10831,University of Bahrain
o10832,University of Balochistan
o10833,University of Baluchistan
o10834,University of Bamberg
o10835,University of Barcelona
o10836,University of Bari
o10837,University of Basel
o10838,University of Basilicata
o10839,University of Bath
o10840,University of Bayreuth
o10841,University of Bedfordshire
o10842,University of Beijing
o10843,University of Beira Interior
o10844,University of Bejaia
o10845,University of Belgrade
o10846,University of Bengkulu
o10847,University of Bergen
o10848,University of Berlin
o10849,University of Bern
o10850,University of Bielefeld
o10851,University of Bio Bio
o10852,University of Birjand
o10853,University of Birmingham
o10854,University of Birmingham Dubai
o10855,University of Bisha
o10856,University of Bocconi
o10857,University of Bologna
o10858,University of Bonn
o10859,University of Bordeaux
o10860,University of Borås
o10861,University of Bourgogne Franche-Comté
o10862,University of Bozen-Bolzano
o10863,University of Brasília
o10864,University of Bremen
o10865,University of Brescia
o10866,University of Brest
o10867,University of Bridgeport
o10868,University of Brighton
o10869,University of Bristol
o10870,University of British Columbia
o10871,University of Brunei Darussalam
o10872,University of Bucharest
o10873,University of Buckingham
o10874,University of Buea
o10875,University of Buenos Aires
o10876,University of Buenos Aires (UBA)
o10877,University of Buffalo
o10878,University of Buraimi
o10879,University of Burdwan
o10880,University of Burgos
o10881,University of Burgundy
o10882,University of Burgundy Franche-Comté
o10883,University of Burundi
o10884,University of Cadiz
o10885,University of Caen Normandy
o10886,University of Cagliari
o10887,University of Cairo
o10888,University of Calabria
o10889,University of Calcutta
o10890,University of Calgary
o10891,University of Calicut
o10892,University of California
o10893,University of California Berkeley
o10894,University of California San Diego
o10895,"University of California, Davis"
o10896,"University of California, Davis (UC Davis)"
o10897,"University of California, Irvine"
o10898,"University of California, Los Angeles"
o10899,"University of California, Los Angeles (UCLA)"
o10900,"University of California, Merced"
o10901,"University of California, Riverside"
o10902,"University of California, San Diego"
o10903,"University of California, San Francisco"
o10904,"University of California, Santa Barbara"
o10905,"University of California, Santa Cruz"
o10906,University of Cambridge
o10907,University of Camerino
o10908,University of Campania Luigi Vanvitelli
o10909,University of Campinas
o10910,University of Canada West
o10911,University of Canberra
o10912,University of Cantabria
o10913,University of Canterbury
o10914,University of Cape Coast
o10915,University of Cape Town
o10916,University of Carthage
o10917,University of Cassino and Southern Lazio
o10918,University of Castilla-La Mancha
o10919,University of Catania
o10920,University of Central Florida
o10921,University of Charleston
o10922,University of Chicago
o10923,University of Chichester
o10924,University of Chile
o10925,University of China
o10926,University of Chinese Academy of Science
o10927,University of Chinese Academy of Sciences
o10928,University of Chittagong
o10929,University of Christ
o10930,University of Cincinnati
o10931,University of Claude Bernard Lyon 1
o10932,University of Clermont Auvergne
o10933,University of Coimbra
o10934,University of Cologne
o10935,University of Colombo
o10936,University of Colorado
o10937,University of Colorado Anschutz
o10938,University of Colorado Colorado Springs
o10939,University of Colorado Denver
o10940,University of Computer Science and Information Technology
o10941,University of Computer Studies
o10942,University of Concepción
o10943,University of Connecticut
o10944,University of Constantine
o10945,University of Constantine 2
o10946,University of Copenhagen
o10947,University of Costa Rica
o10948,University of Craiova
o10949,University of Crete
o10950,University of Cumbria
o10951,University of Cyprus
o10952,University of Córdoba
o10953,University of Dayton
o10954,University of Debrecen
o10955,University of Delaware
o10956,University of Delhi
o10957,University of Denver
o10958,University of Derby
o10959,University of Detroit Mercy
o10960,University of Deusto
o10961,University of Dhaka
o10962,"University of Digital Sciences, Innovation and Technology"
o10963,University of Dijon
o10964,University of Distance Education Switzerland
o10965,University of Djibouti
o10966,University of Doha for Science and Technology
o10967,University of Dubai
o10968,University of Duisburg-Essen
o10969,University of Dundee
o10970,University of Durham
o10971,University of Düsseldorf
o10972,University of East Anglia
o10973,University of East London
o10974,University of Eastern Finland
o10975,University of Economic and Technical Industries
o10976,University of Economics Technical for Industries
o10977,"University of Economics, Prague"
o10978,University of Edinburgh
o10979,University of Electro-Communications
o10980,University of Electronic Science and Technology of China
o10981,University of Electronic Science and Technology of China (UESTC)
o10982,University of Energy and Natural Resources
o10983,University of Engineering Management
o10984,University of Engineering and Information Technology
o10985,University of Engineering and Technology
o10986,University of Engineering and Technology Lahore
o10987,"University of Engineering and Technology, Hanoi"
o10988,"University of Engineering and Technology, Taxila"
o10989,University of Enna
o10990,University of Erfurt
o10991,University of Erlangen-Nuremberg
o10992,University of Essex
o10993,University of Example
o10994,University of Exeter
o10995,University of Ferhat Abbas
o10996,University of Ferrara
o10997,University of Florence
o10998,University of Florida
o10999,University of Freiburg
o11000,University of Fribourg
o11001,University of Galway
o11002,University of Gdańsk
o11003,University of Geneva
o11004,University of Genoa
o11005,University of Georgia
o11006,University of Ghana
o11007,University of Ghardaia
o11008,University of Ghardaïa
o11009,University of Girona
o11010,University of Glasgow
o11011,University of Gloucestershire
o11012,University of Gondar
o11013,University of Gothenburg
o11014,University of Granada
o11015,University of Graz
o11016,University of Greenwich
o11017,University of Greifswald
o11018,University of Grenoble
o11019,University of Groningen
o11020,University of Guelph
o11021,University of Guilan
o11022,University of Gujrat
o11023,University of Gustave Eiffel
o11024,University of Guyana
o11025,University of Göttingen
o11026,University of Hagen
o11027,University of Haifa
o11028,University of Hail
o11029,University of Halabja
o11030,University of Hamburg
o11031,University of Hawaii
o11032,University of Health and Cosmetic Sciences
o11033,University of Heidelberg
o11034,University of Helsinki
o11035,University of Helwan
o11036,University of Hertfordshire
o11037,University of Hildesheim
o11038,University of Hong Kong
o11039,University of Houston
o11040,University of Huddersfield
o11041,University of Hull
o11042,University of Human Environments
o11043,University of Hyderabad
o11044,University of Ibadan
o11045,University of Iceland
o11046,University of Idaho
o11047,University of Illinois
o11048,University of Indonesia
o11049,University of Information Engineering
o11050,University of Information Science and Technology
o11051,University of Information Technology
o11052,University of Information Technology and Sciences
o11053,University of Information and Communication Technology
o11054,University of Innsbruck
o11055,University of Insubria
o11056,University of International Business and Economics
o11057,University of International Cooperation
o11058,University of International Relations
o11059,University of Ioannina
o11060,University of Iowa
o11061,University of Isfahan
o11062,University of Istanbul
o11063,University of J. J. Strossmayer in Osijek
o11064,University of Jaffna
o11065,University of Jammu
o11066,University of Jaén
o11067,University of Jean Monnet
o11068,University of Jeddah
o11069,University of Jena
o11070,University of Jinan
o11071,University of Johannesburg
o11072,University of Jordan
o11073,University of Jyväskylä
o11074,University of Kaiserslautern
o11075,University of Kaiserslautern-Landau
o11076,University of Kansas
o11077,University of Kansas Artificial Intelligence Institute
o11078,University of Kansas Medical Center
o11079,University of Karachi
o11080,University of Kashan
o11081,University of Kashmir
o11082,University of Kassel
o11083,University of Kelaniya
o11084,University of Kent
o11085,University of Kentucky
o11086,University of Kerala
o11087,University of Khartoum
o11088,University of Khenchela
o11089,University of Kiel
o11090,University of Kinshasa
o11091,University of Kirkuk
o11092,University of Klagenfurt
o11093,University of Koblenz
o11094,University of Konstanz
o11095,University of Kragujevac
o11096,University of Krakow
o11097,University of Kufa
o11098,University of Kurdistan
o11099,University of Kurdistan Hewlér
o11100,University of KwaZulu-Natal
o11101,University of L'Aquila
o11102,University of La Rioja
o11103,University of La Rochelle
o11104,University of Lagos
o11105,University of Lancaster
o11106,University of Las Palmas de Gran Canaria
o11107,University of Latvia
o11108,University of Lausanne
o11109,University of Lausanne (UNIL)
o11110,University of Le Havre Normandie
o11111,University of Le Mans
o11112,University of Leeds
o11113,University of Leicester
o11114,University of Leipzig
o11115,University of Lens
o11116,University of Lethbridge
o11117,University of León
o11118,University of Liberal Arts Bangladesh
o11119,University of Liechtenstein
o11120,University of Lille
o11121,University of Limerick
o11122,University of Limpopo
o11123,University of Lincoln
o11124,University of Lisbon
o11125,University of Liverpool
o11126,University of Liège
o11127,University of Ljubljana
o11128,University of Lodz
o11129,University of London Artificial Intelligence Lab
o11130,University of Lorraine
o11131,University of Louisiana at Lafayette
o11132,University of Louisville
o11133,University of Lucerne
o11134,University of Lugano
o11135,University of Lugano (USI) and Scuola Universitaria Professionale della Svizzera Italiana (SUPSI)
o11136,University of Luxembourg
o11137,University of Lynchburg
o11138,University of Lyon
o11139,University of Lyon 1
o11140,University of Lyon 2
o11141,University of Lyon 3
o11142,University of Lübeck
o11143,University of Macau
o11144,University of Macedonia
o11145,University of Macerata
o11146,University of Madeira
o11147,University of Maiduguri
o11148,University of Maine
o11149,University of Mainz
o11150,University of Malaga
o11151,University of Malawi
o11152,University of Malaya
o11153,University of Malaysia Sarawak
o11154,University of Malta
o11155,University of Management and Technology
o11156,University of Manchester
o11157,University of Manitoba
o11158,University of Mannheim
o11159,University of Manouba
o11160,University of Marburg
o11161,University of Maribor
o11162,University of Maryland
o11163,University of Maryland Eastern Shore
o11164,"University of Maryland, Baltimore County"
o11165,"University of Maryland, College Park"
o11166,University of Mashhad
o11167,University of Massachusetts
o11168,University of Massachusetts Boston
o11169,University of Massachusetts Chan Medical School
o11170,University of Massachusetts Dartmouth
o11171,University of Massachusetts Lowell
o11172,University of Mauritius
o11173,University of Medea
o11174,University of Medical Sciences
o11175,University of Melbourne
o11176,University of Memphis
o11177,University of Messina
o11178,University of Miami
o11179,University of Michigan
o11180,University of Milan
o11181,University of Milan Bicocca
o11182,University of Milan-Bicocca
o11183,University of Milano-Bicocca
o11184,University of Milwaukee
o11185,University of Minho
o11186,University of Minnesota
o11187,University of Minnesota Duluth
o11188,University of Minnesota Twin Cities
o11189,University of Miskolc
o11190,University of Mississippi
o11191,University of Missouri
o11192,University of Missouri System
o11193,University of Missouri-Columbia
o11194,University of Missouri-Kansas City
o11195,University of Missouri-St. Louis
o11196,University of Modena and Reggio Emilia
o11197,University of Mohaghegh Ardabili
o11198,University of Mohamed Bachir El Ibrahimi
o11199,University of Mohamed Seddik Benyahia Jijel
o11200,University of Molise
o11201,University of Monastir
o11202,University of Mons
o11203,University of Montana
o11204,University of Montenegro
o11205,University of Montpellier
o11206,University of Montreal
o11207,University of Moratuwa
o11208,University of Moscow
o11209,University of Mosul
o11210,University of Mumbai
o11211,University of Murcia
o11212,University of Music and Performing Arts Graz
o11213,University of Mysore
o11214,University of Málaga
o11215,University of Münster
o11216,University of Nairobi
o11217,University of Nantes
o11218,University of Nantong
o11219,University of Naples Federico II
o11220,University of Naples L'Orientale
o11221,University of Navarra
o11222,University of Navarre
o11223,University of Nebraska
o11224,University of Neuchâtel
o11225,University of Nevada
o11226,"University of Nevada, Las Vegas"
o11227,"University of Nevada, Reno"
o11228,University of New Brunswick
o11229,University of New Hampshire
o11230,University of New Haven
o11231,University of New Mexico
o11232,University of New South Wales
o11233,University of Newcastle
o11234,University of Nice Côte d'Azur
o11235,University of Nice Sophia Antipolis
o11236,University of Nicosia
o11237,University of Nigeria
o11238,University of Niš
o11239,University of North Alabama
o11240,University of North Carolina
o11241,University of North Carolina Asheville
o11242,University of North Carolina at Greensboro
o11243,University of North Dakota
o11244,University of North Florida
o11245,University of North Texas
o11246,University of Northampton
o11247,University of Northern Kentucky
o11248,University of Northumbria
o11249,University of Notre Dame
o11250,University of Nottingham
o11251,University of Nottingham Malaysia
o11252,University of Nouakchott
o11253,University of Nova Gorica
o11254,University of Novi Sad
o11255,University of Nîmes
o11256,University of Ohio
o11257,University of Oklahoma
o11258,University of Oldenburg
o11259,University of Opole
o11260,University of Oregon
o11261,University of Orleans
o11262,University of Orléans
o11263,University of Osaka
o11264,University of Oslo
o11265,University of Osnabrück
o11266,University of Ostrava
o11267,University of Ottawa
o11268,University of Oulu
o11269,University of Oviedo
o11270,University of Oxford
o11271,University of Paderborn
o11272,University of Padova
o11273,University of Padua
o11274,University of Palermo
o11275,University of Paris
o11276,University of Paris 13
o11277,University of Paris 8
o11278,University of Paris-Saclay
o11279,University of Paris-Sud
o11280,University of Parma
o11281,University of Passau
o11282,University of Patras
o11283,University of Pau and Pays Adour
o11284,University of Pavia
o11285,University of Peloponnese
o11286,University of Pennsylvania
o11287,University of Peradeniya
o11288,University of Perpignan
o11289,University of Perugia
o11290,University of Petroleum and Energy Studies
o11291,University of Petroleum and Energy Studies (UPES)
o11292,University of Piraeus
o11293,University of Pisa
o11294,University of Pittsburgh
o11295,University of Pittsburgh Medical Center
o11296,University of Pittsburgh Medical Center (UPMC)
o11297,University of Plymouth
o11298,University of Poitiers
o11299,University of Port Harcourt
o11300,University of Porto
o11301,University of Portsmouth
o11302,University of Potsdam
o11303,University of Pretoria
o11304,University of Primorska
o11305,University of Prince Edward Island
o11306,University of Public Service
o11307,University of Puerto Rico
o11308,University of Puerto Rico Mayaguez
o11309,University of Puget Sound
o11310,University of Pune
o11311,University of Pécs
o11312,University of Qom
o11313,University of Quebec
o11314,University of Quebec at Montreal
o11315,University of Queensland
o11316,University of Rafsanjan
o11317,University of Reading
o11318,University of Regensburg
o11319,University of Reggio Calabria
o11320,University of Regina
o11321,University of Reims Champagne-Ardenne
o11322,University of Rennes
o11323,University of Rennes 1
o11324,University of Rennes 2
o11325,University of Rhode Island
o11326,University of Riau
o11327,University of Richmond
o11328,University of Rijeka
o11329,University of Rochester
o11330,University of Roehampton
o11331,University of Rome
o11332,University of Rostock
o11333,University of Rouen
o11334,University of Rouen Normandy
o11335,University of Ruhuna
o11336,University of Rwanda
o11337,University of Saarland
o11338,University of Saida
o11339,University of Saint-Etienne
o11340,University of Salamanca
o11341,University of Salerno
o11342,University of Salford
o11343,University of Salzburg
o11344,University of San Carlos
o11345,University of San Diego
o11346,University of San Francisco
o11347,University of San Jose Recoletos
o11348,University of Sanaa
o11349,University of Sannio
o11350,University of Santiago de Compostela
o11351,University of Santo Tomas
o11352,University of Sargodha
o11353,University of Saskatchewan
o11354,University of Sassari
o11355,University of Savoie
o11356,University of Science and Industry
o11357,University of Science and Management of Bangladesh (USMBA)
o11358,University of Science and Technology Bannu
o11359,University of Science and Technology Beijing
o11360,University of Science and Technology Beijing (USTB)
o11361,University of Science and Technology Chittagong
o11362,University of Science and Technology Houari Boumediene
o11363,University of Science and Technology Liaoning
o11364,University of Science and Technology of Beijing
o11365,University of Science and Technology of China
o11366,University of Science and Technology of China (USTC)
o11367,University of Science and Technology of Hanoi
o11368,"University of Science, Vietnam National University Ho Chi Minh City"
o11369,University of Seoul
o11370,University of Setif 1
o11371,University of Seville
o11372,University of Sfax
o11373,University of Shanghai for Science and Technology
o11374,University of Shantou
o11375,University of Sharjah
o11376,University of Sheffield
o11377,University of Sherbrooke
o11378,University of Sialkot
o11379,University of Siegen
o11380,University of Siena
o11381,University of Silesia
o11382,University of Sindh
o11383,University of Sistan and Baluchestan
o11384,University of Skövde
o11385,University of Social Sciences
o11386,University of Social Sciences and Humanities
o11387,University of Sofia St. Kliment Ohridski
o11388,University of Souk Ahras
o11389,University of Sousse
o11390,University of South Africa
o11391,University of South Australia
o11392,University of South Brittany
o11393,University of South Carolina
o11394,University of South China
o11395,University of South Dakota
o11396,University of South Florida
o11397,University of South Lima
o11398,University of South Wales
o11399,University of South-Eastern Norway
o11400,University of Southampton
o11401,University of Southern California
o11402,University of Southern Denmark
o11403,University of Southern Indiana
o11404,University of Southern Mississippi
o11405,University of Southern Queensland
o11406,University of Southern Switzerland
o11407,University of Sri Jayewardenepura
o11408,University of St Andrews
o11409,University of St. Gallen
o11410,University of St. Thomas
o11411,University of Stavanger
o11412,University of Stirling
o11413,University of Stockholm
o11414,University of Strasbourg
o11415,University of Strathclyde
o11416,University of Stuttgart
o11417,University of Suffolk
o11418,University of Sulaimani
o11419,University of Sunderland
o11420,University of Surrey
o11421,University of Sussex
o11422,University of Suwon
o11423,University of Swansea
o11424,University of Sydney
o11425,University of Szeged
o11426,University of São Paulo
o11427,University of Tabriz
o11428,University of Tabuk
o11429,University of Taipei
o11430,University of Tamanghasset
o11431,University of Tartu
o11432,University of Tasmania
o11433,University of Teacher Education in Special Needs Zurich
o11434,"University of Technology (or similar, inferred)"
o11435,University of Technology Nuremberg
o11436,University of Technology Sydney
o11437,University of Technology Sydney (UTS)
o11438,University of Technology and Applied Sciences
o11439,University of Technology and Design
o11440,University of Tehran
o11441,University of Tennessee
o11442,University of Tennessee Health Science Center
o11443,University of Tennessee at Chattanooga
o11444,"University of Tennessee, Knoxville"
o11445,University of Texas
o11446,University of Texas Austin
o11447,University of Texas Health Science Center
o11448,University of Texas Health Science Center at Houston (UTHealth)
o11449,University of Texas Health Science Center at San Antonio
o11450,University of Texas Health Sciences Center at San Antonio
o11451,University of Texas Medical Branch
o11452,University of Texas Rio Grande Valley
o11453,University of Texas Southwestern
o11454,University of Texas at Arlington
o11455,University of Texas at Dallas
o11456,University of Texas at El Paso
o11457,University of Texas at San Antonio
o11458,University of Texas at Tyler
o11459,University of Thessaly
o11460,University of Tirana
o11461,University of Tokyo
o11462,University of Toronto
o11463,University of Toulon
o11464,University of Toulouse
o11465,University of Toulouse Capitole
o11466,University of Tours
o11467,University of Trento
o11468,University of Trier
o11469,University of Trieste
o11470,University of Tromsø
o11471,University of Trás-os-Montes and Alto Douro
o11472,University of Tsukuba
o11473,University of Tuebingen
o11474,University of Tunis
o11475,University of Tunis El Manar
o11476,University of Turin
o11477,University of Turku
o11478,University of Tuscia
o11479,University of Tuzla
o11480,University of Twente
o11481,University of Tyumen
o11482,University of Tübingen
o11483,University of Udine
o11484,University of Ulm
o11485,University of Ulsan
o11486,University of Urbino Carlo Bo
o11487,University of Utah
o11488,University of Utrecht
o11489,University of Uyo
o11490,University of Vaasa
o11491,University of Valencia
o11492,University of Valladolid
o11493,University of Venice
o11494,University of Vermont
o11495,University of Verona
o11496,University of Victoria
o11497,University of Vienna
o11498,University of Vigo
o11499,University of Virginia
o11500,University of Waikato
o11501,University of Warmia and Mazury in Olsztyn
o11502,University of Warsaw
o11503,University of Warwick
o11504,University of Washington
o11505,University of Waterloo
o11506,University of West Attica
o11507,University of West Bohemia
o11508,University of West Florida
o11509,University of West London
o11510,University of Western Australia
o11511,University of Western Ontario
o11512,University of Westminster
o11513,University of Windsor
o11514,University of Wisconsin
o11515,University of Wisconsin-La Crosse
o11516,University of Wisconsin-Milwaukee
o11517,University of Wisconsin-Stout
o11518,University of Wisconsin-Whitewater
o11519,University of Wollongong
o11520,University of Wolverhampton
o11521,University of Worcester
o11522,University of Wroclaw
o11523,University of Wrocław
o11524,University of Wuppertal
o11525,University of Wyoming
o11526,University of Würzburg
o11527,University of Yamanashi
o11528,University of Yaounde 1
o11529,University of York
o11530,University of Zagreb
o11531,University of Zambia
o11532,University of Zanjan
o11533,University of Zaragoza
o11534,University of Zululand
o11535,University of Zurich
o11536,University of [Inferred Name]
o11537,University of the Aegean
o11538,University of the Arts London
o11539,University of the Azores
o11540,University of the Basque Country
o11541,University of the British Virgin Islands
o11542,University of the Bundeswehr
o11543,University of the Chinese Academy of Sciences
o11544,University of the Cumberlands
o11545,University of the District of Columbia
o11546,University of the East
o11547,University of the Fraser Valley
o11548,University of the Immaculate Conception
o11549,University of the Peloponnese
o11550,University of the People
o11551,University of the Philippines
o11552,University of the Punjab
o11553,University of the Saarland
o11554,University of the Sunshine Coast
o11555,University of the West
o11556,University of the Western Cape
o11557,University of the Witwatersrand
o11558,University of Évora
o11559,University of Évry
o11560,University of Łódź
o11561,Università Bocconi
o11562,Università Ca' Foscari Venezia
o11563,Università Campus Bio-Medico di Roma
o11564,Università Cattolica del Sacro Cuore
o11565,Università Commerciale Luigi Bocconi
o11566,Università Politecnica delle Marche
o11567,Università degli Studi Roma Tre
o11568,Università degli Studi del Piemonte Orientale A. Avogadro
o11569,Università degli Studi di Cassino e del Lazio Meridionale
o11570,Università degli Studi di Milano
o11571,Università degli Studi di Milano-Bicocca
o11572,Università degli Studi di Roma Tor Vergata
o11573,Università della Svizzera Italiana
o11574,Università della Svizzera italiana (USI)
o11575,Università della Svizzera italiana (University of Italian Switzerland)
o11576,Universität Hamburg
o11577,Universität der Bundeswehr München
o11578,Universität des Saarlandes
o11579,Universitätsklinikum Erlangen
o11580,Université 8 Mai 1945
o11581,Université 8 Mai 1945 Guelma
o11582,Université Amar Telidji
o11583,Université Amar Telidji de Laghouat
o11584,Université BBA
o11585,Université Bordeaux Montaigne
o11586,Université Bourgogne
o11587,Université Bourgogne Franche-Comté
o11588,Université Bretagne Sud
o11589,Université Catholique de Louvain
o11590,Université Cheikh Anta Diop
o11591,Université Cheikh Anta Diop de Dakar
o11592,Université Claude Bernard Lyon 1
o11593,Université Clermont Auvergne
o11594,Université Côte d'Azur
o11595,Université Davignon
o11596,Université El Oued
o11597,Université Ferhat Abbas Sétif 1
o11598,Université François Rabelais
o11599,Université Gaston Berger
o11600,Université Grenoble Alpes
o11601,Université Gustave Eiffel
o11602,Université Internationale de Rabat
o11603,Université Jean Monnet
o11604,Université Larbi Ben M'Hidi de Laghouat
o11605,Université Laval
o11606,Université Libanaise
o11607,Université Libre de Bruxelles
o11608,Université Littoral Côte d'Opale
o11609,Université Lumière Lyon 2
o11610,Université Lyon 1
o11611,Université McGill
o11612,Université Mohammed VI Polytechnique (UM6P)
o11613,Université PSL
o11614,Université Panthéon-Sorbonne
o11615,Université Paris
o11616,Université Paris 1 Panthéon-Sorbonne
o11617,Université Paris 13
o11618,Université Paris 13 Sorbonne Paris Cité
o11619,Université Paris 8
o11620,Université Paris Cité
o11621,Université Paris Dauphine
o11622,Université Paris Descartes
o11623,Université Paris Diderot
o11624,Université Paris Nanterre
o11625,Université Paris Panthéon-Assas
o11626,Université Paris Seine
o11627,Université Paris-Dauphine
o11628,Université Paris-Est
o11629,Université Paris-Sorbonne
o11630,Université Paris-Sud
o11631,Université Paul Sabatier
o11632,Université Paul Valéry Montpellier 3
o11633,Université Pierre et Marie Curie
o11634,Université Rennes 2
o11635,Université Sidi Mohamed Ben Abdellah
o11636,Université Sorbonne Nouvelle
o11637,Université Sorbonne Nouvelle - Paris 3
o11638,Université Sorbonne Paris Nord
o11639,Université Toulouse III
o11640,Université Toulouse III - Paul Sabatier
o11641,Université Toulouse Jean Jaurès
o11642,Université Tunis El Manar
o11643,Université Ziane Achour de Djelfa
o11644,Université d'Artois
o11645,Université d'Avignon
o11646,Université d'Avignon et des Pays de Vaucluse
o11647,Université d'Orléans
o11648,Université de Bordeaux
o11649,Université de Bourgogne
o11650,Université de Bretagne Occidentale
o11651,Université de Bretagne Sud
o11652,Université de Cergy-Pontoise
o11653,Université de Constantine 2
o11654,Université de Dangers
o11655,Université de Ferhat Abbas
o11656,Université de Lille
o11657,Université de Lorraine
o11658,Université de Lyon
o11659,Université de Mons
o11660,Université de Montpellier
o11661,Université de Montréal
o11662,Université de Namur
o11663,Université de Nancy
o11664,Université de Nantes
o11665,Université de Neuchâtel
o11666,Université de Normandie
o11667,Université de Nouakchott
o11668,Université de Parakou
o11669,Université de Paris
o11670,Université de Paris Cité
o11671,Université de Poitiers
o11672,Université de Reims Champagne-Ardenne
o11673,Université de Rennes
o11674,Université de Rennes 1
o11675,Université de Rouen
o11676,Université de Rouen Normandie
o11677,Université de Saint-Étienne
o11678,Université de Sherbrooke
o11679,Université de Strasbourg
o11680,Université de Sétif 1
o11681,Université de Technologie de Belfort-Montbéliard
o11682,Université de Technologie de Compiègne
o11683,Université de Toulon
o11684,Université de Toulouse
o11685,Université de Toulouse Jean Jaurès
o11686,Université de Tours
o11687,Université de Tunis El Manar
o11688,Université de Versailles-Saint-Quentin-en-Yvelines
o11689,Université du Littoral Côte d'Opale
o11690,Université du Maine
o11691,Université du Mans
o11692,Université du Québec
o11693,Université du Québec en Outaouais (UQO)
o11694,Unknown
o11695,Unknown Organization
o11696,Unlimidata Ltd
o11697,Unstructured Technologies
o11698,Unternehmertum
o11699,Untether AI
o11700,Upgrad Education
o11701,Upgrad Education Pvt. Ltd.
o11702,Upper St. Clair High School
o11703,Uppsala University
o11704,Upskills
o11705,Upstage
o11706,Ural Federal University
o11707,Urgench State University
o11708,Urmia University
o11709,Ursinus College
o11710,Usak Research and Training Hospital
o11711,Usak University
o11712,Ushahidi
o11713,Utah State University
o11714,UtilizeAI
o11715,Utkal University
o11716,Utopia Analytics
o11717,Utrecht University
o11718,Utsunomiya Kyowa University
o11719,Utsunomiya University
o11720,Uttara University
o11721,V.D.O. Inc.
o11722,V.M. Glushkov Institute of Cybernetics
o11723,VA Bedford Healthcare
o11724,VA Bedford Healthcare System
o11725,VA HSRD Center of Excellence
o11726,VA Medical Center
o11727,VAIV Corp
o11728,VAST Lab
o11729,VBS Cuola
o11730,VC Challenge
o11731,VCCorp
o11732,VECML
o11733,VICTECH
o11734,VIT Bhopal University
o11735,VITROME
o11736,VJ Technology
o11737,VK
o11738,VMware
o11739,VNG Corporation
o11740,VNGRS AI
o11741,VNU University of Information Technology
o11742,VNU University of Science
o11743,VR Crew
o11744,VSB - Technical University of Ostrava
o11745,VTEX
o11746,VU University Amsterdam
o11747,VUI Inc.
o11748,VXI
o11749,Vade Secure
o11750,Vahan Inc
o11751,Vahan Inc.
o11752,Vail Systems Inc.
o11753,Valais Wallis
o11754,Valencian Graduate School and Research Network for Artificial Intelligence
o11755,Valencian Research Institute
o11756,Valencian Research Institute for Artificial Intelligence
o11757,Valeo
o11758,Valgrai
o11759,Valiantlytix
o11760,Valiantlytix Sdn Bhd
o11761,Valparaiso University
o11762,Vamstar Ltd.
o11763,Van Ho Middle School
o11764,Vanderbilt University
o11765,Vaneval
o11766,Vanguard Center for Analytics and Insights
o11767,Vantage
o11768,Vantager
o11769,Varna University of Management
o11770,Vartia AI
o11771,Vasavi College of Engineering
o11772,Vatic Investments
